,Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Return
55,2023-11-20,52.5,55.09000015258789,52.29999923706055,54.79999923706055,54.64536285400391,9034530,688396.SS,0.043412009890031
56,2023-11-20,27.459999084472656,28.799999237060547,27.3700008392334,28.46999931335449,27.882795333862305,29822867,300450.SZ,0.0382931886994533
57,2023-11-20,25.649999618530277,26.75,25.6299991607666,26.649999618530277,26.512664794921875,61015723,600150.SS,0.0365616712380718
58,2023-11-20,50.13999938964844,52.25,50.060001373291016,51.91999816894531,50.59176635742188,12569689,600085.SS,0.0350876859427264
59,2023-11-20,36.959999084472656,38.31999969482422,36.959999084472656,38.119998931884766,38.119998931884766,31900174,002714.SZ,0.0316643611579789
60,2023-11-21,12.699999809265137,13.479999542236328,12.699999809265137,12.90999984741211,12.90999984741211,47879653,601155.SS,0.0521596875119501
61,2023-11-21,10.600000381469728,11.510000228881836,10.59000015258789,10.970000267028809,10.822185516357422,199947035,601878.SS,0.0487571918758984
62,2023-11-21,22.26000022888184,23.600000381469727,22.21999931335449,22.989999771118164,20.975984573364254,92407330,002271.SZ,0.0379232581062964
63,2023-11-21,237.91000366210935,245.77999877929688,235.97000122070312,244.5500030517578,239.24241638183597,5010562,600809.SS,0.03430045900275
64,2023-11-21,11.789999961853027,12.199999809265137,11.75,11.920000076293944,11.920000076293944,201548082,000002.SZ,0.0302506819966725
65,2023-11-21,63.70000076293945,65.80000305175781,63.38999938964844,65.29000091552734,63.36474990844727,12072854,300122.SZ,0.0243175273963662
66,2023-11-21,6.019999980926514,6.179999828338623,6.010000228881836,6.039999961853027,5.907909870147705,145818897,000617.SZ,0.0237287905462104
67,2023-11-21,139.10769653320312,143.3307647705078,137.91539001464844,142.38461303710938,138.73997497558594,1442812,605499.SS,0.0237265866590514
68,2023-11-21,11.960000038146973,12.210000038146973,11.90999984741211,12.140000343322754,11.875259399414062,146698506,601899.SS,0.0236088275506707
69,2023-11-21,80.80000305175781,84.0,80.76000213623047,82.52999877929688,77.88894653320312,3684960,603833.SS,0.02267660347284
70,2023-11-22,143.07691955566406,153.07691955566406,143.07691955566406,148.07691955566406,144.2865753173828,3395613,605499.SS,0.0399783824750159
71,2023-11-22,9.25,9.619999885559082,9.25,9.600000381469728,9.518746376037598,306096131,601901.SS,0.0267379668235587
72,2023-11-22,5.059999942779541,5.25,5.050000190734863,5.170000076293945,4.9526448249816895,247064118,601728.SS,0.0217391570668634
73,2023-11-22,18.63999938964844,19.100000381469727,18.6299991607666,19.0,18.90584754943848,30383097,300498.SZ,0.0176754109457701
74,2023-11-22,88.0199966430664,90.23999786376952,88.01000213623047,89.68000030517578,85.76461791992188,12985516,600941.SS,0.0158586491304668
75,2023-11-22,127.3000030517578,130.0800018310547,126.0199966430664,129.2100067138672,128.7855224609375,3700728,688271.SS,0.0150039561376349
76,2023-11-22,4.460000038146973,4.630000114440918,4.449999809265137,4.510000228881836,4.295933723449707,335999540,600050.SS,0.0112108050016155
77,2023-11-22,18.46999931335449,18.799999237060547,18.299999237060547,18.700000762939453,17.700090408325195,23330930,601225.SS,0.0108108520507812
78,2023-11-22,6.679999828338623,6.800000190734863,6.650000095367432,6.75,6.293770790100098,84621481,002027.SZ,0.0089686012356282
79,2023-11-22,12.350000381469728,12.539999961853027,12.34000015258789,12.460000038146973,12.097126960754396,16662363,600886.SS,0.0089068545165629
80,2023-11-23,16.5,17.93000030517578,16.489999771118164,17.399999618530273,16.99121856689453,778719034,000625.SZ,0.067484689138433
81,2023-11-23,48.57931137084961,52.24137878417969,48.482757568359375,51.22758483886719,50.511695861816406,19891246,601689.SS,0.0506364528258191
82,2023-11-23,22.93000030517578,23.989999771118164,22.93000030517578,23.989999771118164,23.541309356689453,53914255,002603.SZ,0.0480559375622866
83,2023-11-23,131.39999389648438,140.14999389648438,129.6999969482422,137.39999389648438,136.42213439941406,6962596,002920.SZ,0.0439935662888935
84,2023-11-23,10.829999923706056,11.109999656677246,10.640000343322754,11.100000381469728,10.720108032226562,73322581,001979.SZ,0.0402999345924217
85,2023-11-23,47.70000076293945,50.130001068115234,47.650001525878906,49.7400016784668,49.52560424804688,22826665,600745.SS,0.0392812587576234
86,2023-11-23,35.77000045776367,37.97999954223633,35.36000061035156,37.84999847412109,37.71916961669922,141343778,000977.SZ,0.0392641509354911
87,2023-11-23,138.99000549316406,144.5,138.0500030517578,144.14999389648438,142.57785034179688,1074684,601799.SS,0.0365282685318515
88,2023-11-23,9.770000457763672,10.100000381469728,9.760000228881836,10.020000457763672,9.75687313079834,79436884,688223.SS,0.0351239815980271
89,2023-11-23,12.729999542236328,13.399999618530272,12.729999542236328,13.25,13.25,36330766,601155.SS,0.0335413662567702
90,2023-11-24,24.049999237060547,26.26000022888184,23.8799991607666,25.96999931335449,25.484275817871094,109888416,002603.SZ,0.0825343710348873
91,2023-11-24,36.83846282958984,38.4615364074707,36.70769119262695,38.4615364074707,37.23484420776367,15418821,000999.SZ,0.041883733075847
92,2023-11-24,13.470000267028809,13.890000343322754,13.350000381469728,13.800000190734863,13.800000190734863,51646851,601155.SS,0.0415094483573481
93,2023-11-24,17.729999542236328,18.290000915527344,17.31999969482422,17.780000686645508,17.36229133605957,542474807,000625.SZ,0.0218391423244945
94,2023-11-24,18.959999084472656,19.459999084472656,18.93000030517578,19.34000015258789,19.24416160583496,42678100,300498.SZ,0.0189673666509027
95,2023-11-24,9.119999885559082,9.380000114440918,9.100000381469728,9.31999969482422,8.573653221130371,83906742,000983.SZ,0.0185792440853951
96,2023-11-24,8.84000015258789,9.050000190734863,8.819999694824219,8.970000267028809,8.749736785888672,28166034,601898.SS,0.0170068681853372
97,2023-11-24,14.15999984741211,14.4399995803833,14.109999656677246,14.399999618530272,13.90053367614746,9763333,000708.SZ,0.016949136561045
98,2023-11-24,15.15384578704834,15.600000381469728,15.15384578704834,15.438461303710938,13.962214469909668,43276890,600188.SS,0.0162025309145363
99,2023-11-24,17.959999084472656,18.40999984741211,17.899999618530273,18.239999771118164,17.792016983032227,16832123,601607.SS,0.0155902394720934
100,2023-11-27,19.559999465942383,19.559999465942383,19.559999465942383,19.559999465942383,19.100473403930664,83505349,000625.SZ,0.1001124134170492
101,2023-11-27,120.71428680419922,132.54286193847656,120.71428680419922,130.94285583496094,128.7294921875,6072845,603290.SS,0.0770857899879571
102,2023-11-27,14.949999809265137,15.619999885559082,14.75,15.489999771118164,15.063691139221191,94795391,600104.SS,0.0624142559790081
103,2023-11-27,20.850000381469727,22.030000686645508,20.81999969482422,21.88999938964844,20.286346435546875,39728853,601699.SS,0.0621057128282656
104,2023-11-27,64.0,67.3499984741211,63.709999084472656,67.30999755859375,67.2092514038086,31079351,688041.SS,0.0611697498778249
105,2023-11-27,3.859999895095825,4.0,3.819999933242798,4.0,4.0,100120767,600515.SS,0.0498687821716465
106,2023-11-27,9.489999771118164,9.800000190734863,9.40999984741211,9.729999542236328,8.950819969177246,117856498,000983.SZ,0.0439914013773841
107,2023-11-27,102.43000030517578,108.0,102.1500015258789,107.66999816894533,107.5067367553711,10881441,603501.SS,0.0397874939233771
108,2023-11-27,10.390000343322754,10.600000381469728,10.31999969482422,10.59000015258789,10.35570240020752,61933363,600489.SS,0.0372184243899262
109,2023-11-27,94.01000213623048,99.16999816894533,94.0,97.87999725341795,97.51066589355467,27819069,300308.SZ,0.0368643609246663
110,2023-11-28,9.380000114440918,10.359999656677246,9.199999809265137,10.359999656677246,10.167434692382812,70919203,000800.SZ,0.0997876404214552
111,2023-11-28,20.56999969482422,21.479999542236328,20.049999237060547,21.479999542236328,20.975366592407227,926525429,000625.SZ,0.0981595157830665
112,2023-11-28,155.89999389648438,165.02000427246094,155.86000061035156,163.67999267578125,157.6017608642578,7741232,000661.SZ,0.0629260785567498
113,2023-11-28,67.4000015258789,71.20999908447266,67.30000305175781,70.73999786376953,70.63411712646484,37897832,688041.SS,0.0509582592420976
114,2023-11-28,23.34000015258789,24.5,23.200000762939453,24.280000686645508,24.26182746887207,25847325,300142.SZ,0.0398287062090936
115,2023-11-28,128.5,134.55999755859375,128.0,133.9199981689453,133.4800262451172,8035889,688271.SS,0.0381395206894985
116,2023-11-28,47.150001525878906,48.70000076293945,46.400001525878906,48.630001068115234,47.7734603881836,1717058,300979.SZ,0.0338010229940928
117,2023-11-28,9.899999618530272,10.31999969482422,9.829999923706056,10.260000228881836,10.100595474243164,93919544,601238.SS,0.0321932255540593
118,2023-11-28,28.06999969482422,28.959999084472656,27.979999542236328,28.899999618530277,28.47353744506836,18385160,002050.SZ,0.0292022684135389
119,2023-11-28,32.2599983215332,33.63999938964844,32.119998931884766,33.18000030517578,32.83616638183594,30967638,300759.SZ,0.0285183518756877
120,2023-11-29,41.43000030517578,44.150001525878906,41.0,43.43000030517578,42.50398635864258,19567062,300316.SZ,0.0424868090313645
121,2023-11-29,108.0,109.0,107.1999969482422,108.22000122070312,108.055908203125,15362677,603501.SS,0.0367886958069392
122,2023-11-29,85.9000015258789,90.0,85.77999877929688,89.0,88.8939208984375,3929254,300661.SZ,0.0360884565664083
123,2023-11-29,136.42999267578125,140.3800048828125,136.42999267578125,139.1999969482422,138.84259033203125,7796957,300782.SZ,0.034636568267093
124,2023-11-29,22.81999969482422,23.25,22.6200008392334,23.1299991607666,23.025066375732425,53386277,600547.SS,0.0302894598983574
125,2023-11-29,133.0,139.27000427246094,132.5,137.6300048828125,137.1778564453125,9337229,688271.SS,0.0277031568443337
126,2023-11-29,10.850000381469728,10.920000076293944,10.729999542236328,10.869999885559082,10.629508018493652,58498390,600489.SS,0.0274102045315935
127,2023-11-29,141.74000549316406,145.92999267578125,140.3000030517578,145.42999267578125,143.84388732910156,1916870,601799.SS,0.0268303866550942
128,2023-11-29,12.09000015258789,12.199999809265137,12.079999923706056,12.149999618530272,11.885040283203123,169653492,601899.SS,0.0218670536333105
129,2023-11-29,147.3076934814453,151.15383911132812,146.93077087402344,150.46153259277344,146.6101531982422,1180961,605499.SS,0.0193339244944341
130,2023-11-30,31.76000022888184,34.220001220703125,31.670000076293945,33.900001525878906,33.01896667480469,24547819,600754.SS,0.0640301593360463
131,2023-11-30,18.40999984741211,19.780000686645508,18.40999984741211,19.549999237060547,19.436107635498047,64219376,601059.SS,0.0619228353664917
132,2023-11-30,141.66000366210938,149.97000122070312,141.1999969482422,149.80999755859375,149.80999755859375,11433957,688256.SS,0.0490895963377198
133,2023-11-30,23.549999237060547,25.21999931335449,23.530000686645508,24.739999771118164,24.721481323242188,45548881,300142.SZ,0.0478610390323821
134,2023-11-30,7.400000095367432,7.71999979019165,7.380000114440918,7.710000038146973,7.545080184936523,106614957,600011.SS,0.0461329929263762
135,2023-11-30,26.549999237060547,28.149999618530277,26.51000022888184,27.63999938964844,27.497562408447266,85024877,600150.SS,0.0453857349225499
136,2023-11-30,7.599999904632568,8.069999694824219,7.599999904632568,7.949999809265137,7.876784801483154,127253614,002252.SZ,0.0446780117983671
137,2023-11-30,23.200000762939453,24.5,23.200000762939453,24.170000076293945,23.752315521240234,33395289,002007.SZ,0.0400172252295609
138,2023-11-30,138.19000244140625,145.19000244140625,136.3300018310547,143.0,142.5301971435547,13292522,688271.SS,0.0390176191722138
139,2023-11-30,47.400001525878906,49.540000915527344,47.02999877929688,48.81999969482422,48.59066009521485,7513658,603392.SS,0.0299577663129406
140,2023-12-01,44.72999954223633,47.77000045776367,44.45000076293945,47.18000030517578,47.06523513793945,66237484,002230.SZ,0.0543016827972242
141,2023-12-01,94.88999938964844,101.54000091552734,93.13999938964844,100.0,99.62266540527344,41044613,300308.SZ,0.0535187729567054
142,2023-12-01,22.18000030517578,23.549999237060547,22.1200008392334,23.290000915527344,21.84410858154297,61883764,002555.SZ,0.0514673280645732
143,2023-12-01,141.0,148.91000366210938,139.89999389648438,147.00999450683594,144.61106872558594,8903281,300033.SZ,0.0464834779178227
144,2023-12-01,25.84000015258789,27.149999618530277,25.729999542236328,26.899999618530277,26.655946731567383,23974016,300413.SZ,0.0422316999280143
145,2023-12-01,110.69000244140624,115.4800033569336,110.27999877929688,115.16999816894533,111.3095474243164,5184073,688036.SS,0.0406614265334173
146,2023-12-01,8.680000305175781,9.149999618530272,8.630000114440918,9.020000457763672,8.90753173828125,113147777,601360.SS,0.0391705231145156
147,2023-12-01,20.209999084472656,21.1200008392334,20.01000022888184,20.979999542236328,20.85837745666504,57376582,000938.SZ,0.0380999748958554
148,2023-12-01,35.22999954223633,36.75,34.810001373291016,36.52000045776367,36.39376831054688,96847754,000977.SZ,0.0366165464742851
149,2023-12-01,149.0,156.32000732421875,147.0,155.0,155.0,12336701,688256.SS,0.0346438991121158
150,2023-12-04,146.0,157.61000061035156,144.5,153.99000549316406,151.47718811035156,12720489,300033.SZ,0.0474798397873796
151,2023-12-04,38.2400016784668,41.09999847412109,38.22999954223633,39.900001525878906,39.73012924194336,71835524,603019.SS,0.0464201523257696
152,2023-12-04,23.799999237060547,24.549999237060547,23.799999237060547,24.209999084472656,24.10016822814941,51623223,600547.SS,0.0453367549213465
153,2023-12-04,43.650001525878906,45.5,43.650001525878906,44.84999847412109,43.56305694580078,9485521,600845.SS,0.040361814872063
154,2023-12-04,38.5,40.34999847412109,38.08000183105469,39.90999984741211,39.90999984741211,40882704,002714.SZ,0.0344737675799395
155,2023-12-04,12.449999809265137,12.6899995803833,12.380000114440918,12.399999618530272,12.12958812713623,229119485,601899.SS,0.0299003038054694
156,2023-12-04,100.5199966430664,105.0,100.0999984741211,102.77999877929688,102.39217376708984,35437696,300308.SZ,0.0277999877929686
157,2023-12-04,19.040000915527344,19.950000762939453,19.040000915527344,19.6200008392334,19.52277565002441,39881953,300498.SZ,0.0261506264672344
158,2023-12-04,11.050000190734863,11.100000381469728,10.899999618530272,10.920000076293944,10.678401947021484,61129004,600489.SS,0.0215154822206642
159,2023-12-04,12.579999923706056,13.130000114440918,12.539999961853027,12.850000381469728,12.566734313964844,124494250,601881.SS,0.0206513284933036
160,2023-12-05,19.399999618530277,21.190000534057617,19.200000762939453,20.15999984741211,20.042556762695312,77167139,601059.SS,0.0338461460211338
161,2023-12-05,26.959999084472656,29.25,26.309999465942383,27.59000015258789,27.33968734741211,33593095,300413.SZ,0.0195861307134379
162,2023-12-05,38.61000061035156,40.79999923706055,38.40999984741211,39.650001525878906,38.51389694213867,44891646,002460.SZ,0.0184947653495755
163,2023-12-05,15.260000228881836,16.329999923706055,15.199999809265137,15.600000381469728,15.600000381469728,67976082,600732.SS,0.0162866445463933
164,2023-12-05,49.900001525878906,52.47999954223633,49.810001373291016,51.130001068115234,49.2019157409668,46184060,002466.SZ,0.0096761786013559
165,2023-12-05,55.290000915527344,56.060001373291016,54.79999923706055,55.70000076293945,54.881229400634766,3885363,601100.SS,0.0074154429485091
166,2023-12-05,37.93846130371094,38.61538314819336,37.63846206665039,38.20769119262695,36.98909378051758,12549491,000999.SZ,0.0066882606572293
167,2023-12-05,62.79999923706055,64.58000183105469,62.5,63.36000061035156,61.491661071777344,13945255,300122.SZ,0.0045980801796505
168,2023-12-05,14.329999923706056,14.600000381469728,14.300000190734863,14.359999656677246,14.067684173583984,15863865,600674.SS,0.0034940066802517
169,2023-12-05,8.3100004196167,8.460000038146973,8.300000190734863,8.34000015258789,8.196891784667969,28331937,600025.SS,0.0024039012616927
170,2023-12-06,50.810001373291016,56.2400016784668,50.619998931884766,55.97999954223633,53.869022369384766,119638955,002466.SZ,0.0948562169529381
171,2023-12-06,39.400001525878906,43.27999877929688,39.29999923706055,42.33000183105469,41.11710739135742,80192023,002460.SZ,0.0675914300640465
172,2023-12-06,40.33000183105469,43.43000030517578,40.27999877929688,42.68000030517578,42.113502502441406,39779834,300014.SZ,0.0556517433345642
173,2023-12-06,21.46999931335449,22.959999084472656,21.40999984741211,22.479999542236328,22.36617660522461,32005765,002074.SZ,0.0470423968879034
174,2023-12-06,31.149999618530277,33.5,31.13999938964844,32.72999954223633,31.44898223876953,54281588,603799.SS,0.041030502107699
175,2023-12-06,27.100000381469727,29.049999237060547,26.71999931335449,28.700000762939453,28.439617156982425,41189589,300413.SZ,0.0402319900040828
176,2023-12-06,144.1999969482422,150.0,143.6999969482422,150.0,149.5072021484375,10484638,688271.SS,0.040077650328484
177,2023-12-06,100.0,105.29000091552734,99.81999969482422,104.4000015258789,104.19741821289062,5124474,301269.SZ,0.04004786194915
178,2023-12-06,72.8499984741211,75.77999877929688,72.4000015258789,75.58999633789062,75.47686004638672,42280489,688041.SS,0.0376115020063161
179,2023-12-06,15.5,16.510000228881836,15.420000076293944,16.200000762939453,16.200000762939453,66239834,000792.SZ,0.0364683713579694
180,2023-12-07,115.62999725341795,123.9000015258789,114.75,122.18000030517578,118.08457946777344,6315803,688036.SS,0.0594866513051113
181,2023-12-07,45.380001068115234,47.9900016784668,45.20000076293945,47.08000183105469,46.965476989746094,63987676,002230.SZ,0.0374614526867851
182,2023-12-07,28.559999465942383,29.979999542236328,28.049999237060547,29.76000022888184,29.489999771118164,38377638,300413.SZ,0.0369337783193082
183,2023-12-07,102.5999984741211,105.5,100.22000122070312,104.37000274658205,103.97618103027344,32380660,300308.SZ,0.0366507988698978
184,2023-12-07,19.700000762939453,20.88999938964844,19.5,20.43000030517578,20.310983657836918,69047036,601059.SS,0.0344303951987736
185,2023-12-07,8.789999961853027,9.130000114440918,8.720000267028809,9.029999732971191,8.953570365905762,235056519,601901.SS,0.0319999694824217
186,2023-12-07,8.760000228881836,9.119999885559082,8.75,9.029999732971191,8.91740608215332,113149752,601360.SS,0.0261363110512753
187,2023-12-07,16.760000228881836,17.360000610351562,16.75,17.239999771118164,17.239999771118164,15030384,600588.SS,0.0231453638468357
188,2023-12-07,303.17999267578125,316.260009765625,301.0199890136719,311.75,310.6336669921875,3184952,688111.SS,0.0221311475409835
189,2023-12-07,18.93000030517578,19.59000015258789,18.93000030517578,19.309999465942383,18.644926071166992,34703160,002236.SZ,0.0216931140575331
190,2023-12-08,107.86000061035156,119.9000015258789,106.02999877929688,117.5,117.05663299560548,62843848,300308.SZ,0.1258024040231038
191,2023-12-08,14.359999656677246,15.760000228881836,14.300000190734863,15.760000228881836,15.332460403442385,149291534,601138.SS,0.0997906708157156
192,2023-12-08,73.98999786376953,82.0,73.9000015258789,80.33999633789062,80.2197494506836,98702387,688041.SS,0.0981409556640013
193,2023-12-08,159.97999572753906,172.5800018310547,159.35000610351562,169.4199981689453,169.4199981689453,19201002,688256.SS,0.0743864261901932
194,2023-12-08,34.209999084472656,36.84999847412109,34.209999084472656,36.08000183105469,35.955291748046875,143504052,000977.SZ,0.0558970958285049
195,2023-12-08,45.84000015258789,47.119998931884766,45.04999923706055,46.93000030517578,45.5833740234375,12751158,600845.SS,0.0522421953087433
196,2023-12-08,39.08000183105469,41.63999938964844,39.02000045776367,41.209999084472656,41.034549713134766,92387997,603019.SS,0.0518121174957904
197,2023-12-08,19.899999618530277,21.31999969482422,19.899999618530277,20.940000534057617,20.8186092376709,93864652,000938.SZ,0.0496240467798507
198,2023-12-08,9.029999732971191,9.93000030517578,9.029999732971191,9.470000267028809,9.351920127868652,286514969,601360.SS,0.0487265279146182
199,2023-12-08,282.8999938964844,297.67999267578125,282.1000061035156,296.0,287.8465881347656,8803083,300760.SZ,0.0459363957597174
200,2023-12-11,11.25,11.449999809265137,10.859999656677246,11.449999809265137,11.295717239379885,224132295,601878.SS,0.0999039363205722
201,2023-12-11,123.5,133.14999389648438,121.8000030517578,132.97999572753906,132.03359985351562,7431644,002920.SZ,0.0748463822782956
202,2023-12-11,20.299999237060547,22.290000915527344,19.700000762939453,21.59000015258789,21.46422576904297,79130219,601059.SS,0.063546845517721
203,2023-12-11,48.26206970214844,51.65517044067383,48.07586288452149,51.59999847412109,50.87890625,14867274,601689.SS,0.0627840738782026
204,2023-12-11,321.8500061035156,345.0,315.989990234375,343.0,341.7717590332031,4900220,688111.SS,0.0576626978443466
205,2023-12-11,21.559999465942383,22.56999969482422,21.520000457763672,22.540000915527344,20.888729095458984,34782347,601699.SS,0.0562324627159822
206,2023-12-11,35.369998931884766,37.68999862670898,35.349998474121094,37.34000015258789,36.73855209350586,32011811,002179.SZ,0.0556969544866805
207,2023-12-11,17.649999618530273,18.690000534057617,17.579999923706055,18.600000381469727,18.44668197631836,87699330,002241.SZ,0.0484780508143916
208,2023-12-11,32.66999816894531,34.25,32.5099983215332,34.18000030517578,33.272029876708984,41222360,002415.SZ,0.046860603607757
